,timestamp,time_ms,session,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green
0,1970-01-01 00:00:00.000,0.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
1,1970-01-01 00:00:00.011,11.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
2,1970-01-01 00:00:00.022,22.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
3,1970-01-01 00:00:00.033,33.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
4,1970-01-01 00:00:00.044,44.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
5,1970-01-01 00:00:00.055,55.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
6,1970-01-01 00:00:00.066,66.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
7,1970-01-01 00:00:00.077,77.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
8,1970-01-01 00:00:00.088,88.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
9,1970-01-01 00:00:00.099,99.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
10,1970-01-01 00:00:00.110,110.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
11,1970-01-01 00:00:00.121,121.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
12,1970-01-01 00:00:00.132,132.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,
13,1970-01-01 00:00:00.143,143.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,0.0001720282199999
14,1970-01-01 00:00:00.154,154.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,0.0001720282199999
15,1970-01-01 00:00:00.165,165.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,0.0001720282199999
16,1970-01-01 00:00:00.176,176.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,0.0001720282199999
17,1970-01-01 00:00:00.187,187.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,0.00017202822
18,1970-01-01 00:00:00.198,198.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,0.00017202822
19,1970-01-01 00:00:00.209,209.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,0.00017202822
20,1970-01-01 00:00:00.220,220.0,recording_dyad_02,,,False,-0.034985602,,,False,-0.034985602,0.00017202822
21,1970-01-01 00:00:00.231,231.0,recording_dyad_02,0.06501548,,False,-0.034985602,0.3313263433333333,,False,-0.034985602,0.00447273361
22,1970-01-01 00:00:00.242,242.0,recording_dyad_02,0.06501548,,False,-0.034985602,0.3313263433333333,,False,-0.034985602,0.00447273361
23,1970-01-01 00:00:00.253,253.0,recording_dyad_02,0.06501548,,False,-0.034985602,0.3313263433333333,,False,-0.034985602,0.00447273361
24,1970-01-01 00:00:00.264,264.0,recording_dyad_02,0.06501548,,False,-0.034985602,0.24961294,,False,-0.034985602,0.008773439
